TIMESTAMP,air temperature [K],Wind speed at 10 m (m/s),precipitation rain [m s^-1],Relative humidity at 5 m (%),Incoming shortwave radiation (W/m^2),SWE(m/s)_sd004,SWE(m/s)_sd01,SWE(m/s)_sd02,SWE(m/s)_sd045
5,269.19180555555556,3.4531770833333333,9.837962962962963e-09,0.8505128472222222,334.18684375,1.0638503240740742e-08,2.6596258101851856e-08,5.319251620370371e-08,1.1968316145833334e-07
5,270.03914930555555,4.6505069444444445,0.0,0.8206315972222222,295.49944444444446,2.6909722222222214e-09,6.727430555555554e-09,1.3454861111111108e-08,3.027343749999999e-08
5,268.65392361111105,2.7110416666666666,2.3148148148148148e-09,0.7988062499999999,296.0369409722222,0.0,0.0,0.0,0.0
5,271.86365277777776,2.99934375,0.0,0.6332899305555555,316.48418055555555,4.050925925925926e-09,1.0127314814814816e-08,2.0254629629629632e-08,4.557291666666667e-08
5,274.32349999999997,3.2982291666666663,9.837962962962963e-09,0.5913059027777778,318.84423263888885,0.0,0.0,0.0,0.0
5,275.3353159722222,3.922878472222223,4.6296296296296295e-09,0.5069145833333333,270.01095486111114,0.0,0.0,0.0,0.0
5,275.16146875,4.716489583333333,1.1574074074074074e-09,0.6012295138888888,304.62829166666666,1.2972608796296294e-09,3.2431521990740732e-09,6.4863043981481465e-09,1.459418489583333e-08
5,273.75677083333335,4.444336805555555,5.671296296296296e-08,0.7095607638888889,250.40080902777777,6.360918055555555e-09,1.590229513888889e-08,3.180459027777778e-08,7.1560328125e-08
5,272.97309027777777,5.141586805555556,2.488425925925926e-08,0.8852288194444444,193.55538194444443,4.658564814814815e-09,1.1646412037037036e-08,2.3292824074074072e-08,5.2408854166666666e-08
6,274.04378124999994,3.570923611111111,4.224537037037037e-08,0.8032569444444444,194.7627013888889,2.8549384259259265e-09,7.137346064814816e-09,1.4274692129629633e-08,3.2118057291666675e-08
6,272.78813541666665,4.762329861111112,9.837962962962962e-09,0.72789375,217.45198611111113,5.608603240740742e-09,1.4021508101851856e-08,2.804301620370371e-08,6.309678645833334e-08
6,272.6513923611111,3.953722222222223,4.224537037037037e-08,0.7548263888888889,286.0643680555556,5.960648148148148e-09,1.490162037037037e-08,2.980324074074074e-08,6.705729166666666e-08
6,272.78080555555556,6.338197916666667,8.680555555555557e-09,0.7765666666666666,331.7319826388889,1.4510995370370371e-08,3.627748842592593e-08,7.255497685185186e-08,1.6324869791666667e-07
6,273.73140277777776,5.541190972222222,5.787037037037038e-09,0.7053041666666666,303.24821875,7.54726087962963e-09,1.8868152199074077e-08,3.7736304398148153e-08,8.490668489583335e-08
6,272.60830902777775,3.808684027777778,3.645833333333333e-08,0.795584375,315.2675173611111,5.478394907407407e-09,1.3695987268518518e-08,2.7391974537037037e-08,6.163194270833332e-08
6,273.8472777777778,3.8126979166666666,6.655092592592592e-08,0.7699854166666666,278.6353090277778,2.203896759259261e-09,5.5097418981481525e-09,1.1019483796296305e-08,2.4793838541666686e-08
6,274.49150347222223,4.211527777777778,1.4467592592592593e-08,0.7438121527777777,296.0627673611111,0.0,0.0,0.0,0.0
6,273.7128298611111,4.722350694444445,2.8356481481481483e-08,0.7214343750000001,326.70992708333335,5.652006018518519e-09,1.41300150462963e-08,2.82600300925926e-08,6.358506770833334e-08
6,274.3363194444444,3.9338958333333336,4.0509259259259254e-09,0.65790625,294.95348958333335,6.992668981481479e-10,1.7481672453703697e-09,3.4963344907407394e-09,7.866752604166663e-09
6,274.1511284722222,3.7954583333333334,1.2152777777777778e-08,0.7758927083333333,270.57171875,2.7343750000000007e-09,6.8359375000000016e-09,1.3671875000000003e-08,3.0761718750000007e-08
6,276.30443749999995,4.05871875,5.787037037037037e-10,0.6513121527777777,318.19801041666665,0.0,0.0,0.0,0.0
6,275.6042083333333,4.699479166666666,1.7361111111111113e-09,0.7337239583333333,236.85127083333333,0.0,0.0,0.0,0.0
6,274.30728124999996,6.190163194444445,1.0995370370370371e-08,0.7698420138888888,277.99502083333334,0.0,0.0,0.0,0.0
6,275.20662152777777,4.7949375,0.0,0.5926065972222222,370.99540277777777,0.0,0.0,0.0,0.0
6,278.9025590277778,4.583579861111112,2.8935185185185185e-09,0.5166180555555555,383.44600347222223,0.0,0.0,0.0,0.0
6,278.9149444444444,3.929545138888889,3.4722222222222226e-09,0.48319548611111107,260.0092256944444,0.0,0.0,0.0,0.0
6,276.9255763888889,4.045652777777778,1.6782407407407408e-08,0.7282069444444446,222.35697569444443,2.2183657407407406e-10,5.545914351851852e-10,1.1091828703703704e-09,2.495661458333333e-09
6,277.28372569444446,3.822510416666667,5.092592592592593e-08,0.7175163194444444,275.8835277777778,1.0127314814814816e-10,2.531828703703704e-10,5.063657407407408e-10,1.1393229166666668e-09
6,275.62044097222224,3.8234930555555553,6.539351851851852e-08,0.8422406250000001,205.370875,9.8861875e-10,2.471546875e-09,4.94309375e-09,1.1121960937500001e-08
6,275.50888888888886,4.2309375,1.2152777777777778e-08,0.7954291666666666,354.8907361111111,2.6041666666666667e-10,6.510416666666667e-10,1.3020833333333334e-09,2.9296875e-09
6,276.2687604166666,4.214607638888889,4.050925925925926e-08,0.7426875,290.2846736111111,1.832560185185185e-10,4.581400462962962e-10,9.162800925925924e-10,2.061630208333333e-09
6,275.8842708333333,4.158920138888889,4.6296296296296295e-08,0.7982878472222222,312.7824444444444,1.1043594907407403e-09,2.760898726851851e-09,5.521797453703702e-09,1.242404427083333e-08
6,276.0474513888889,3.537958333333333,1.736111111111111e-08,0.7525173611111111,189.06180902777777,0.0,0.0,0.0,0.0
